Fecha;Vendedor;Tienda;Producto;Medio de pago;Calificación por atención;Club cliente frecuente;Valor
44476;Francisco;Tienda C;Código digital XBOX;Débito;Positiva;Si;28131
44767;Kike;Tienda B;Preventa Juego XBOX;Débito;Negativa;Si;40697
44337;Ambrosio;Tienda D;Juego NSW;Efectivo;Neutra;No;56826
44519;Ambrosio;Tienda D;Preventa Juego STEAM;Débito;Neutra;No;58710
44704;Matías;Tienda A;Preventa Juego STEAM;Crédito;Positiva;No;42815
44204;Agustín;Tienda B;Código digital NSW;Efectivo;Positiva;No;30354
44391;Ambrosio;Tienda D;Juego PC;Efectivo;Neutra;Si;64219
44641;Kike;Tienda B;Juego XBOX;Débito;Negativa;Si;58566
44444;Matías;Tienda A;Preventa Juego NSW;Débito;Negativa;No;29789
44319;Francisco;Tienda C;Juego PC;Crédito;Negativa;No;51291
44849;Diego;Tienda C;Código digital STEAM;Crédito;Negativa;No;48404
44815;María;Tienda A;Código digital STEAM;Débito;Neutra;No;51527
44832;María;Tienda A;Código digital NSW;Débito;Neutra;Si;34215
44524;Antonio;Tienda D;Juego NSW;Débito;Negativa;Si;35014
44315;Francisco;Tienda C;Preventa Juego STEAM;Efectivo;Positiva;No;59737
44576;Ambrosio;Tienda D;Juego NSW;Crédito;Positiva;Si;39267
44599;Antonio;Tienda D;Juego XBOX;Crédito;Negativa;Si;42676
44599;María;Tienda A;Código digital STEAM;Débito;Positiva;Si;31527
44256;Ambrosio;Tienda D;Preventa Juego PS5;Crédito;Neutra;No;59662
44256;Diego;Tienda C;Suscripción;Débito;Neutra;Si;49444
44603;Agustín;Tienda B;Suscripción;Débito;Neutra;No;47747
44215;Kike;Tienda B;Juego NSW;Débito;Positiva;Si;56294
44852;Kike;Tienda B;Juego PS5;Débito;Negativa;No;41319
44559;Diego;Tienda C;Juego PS5;Efectivo;Negativa;Si;62764
44540;Matías;Tienda A;Juego NSW;Crédito;Neutra;No;32369
44763;Kike;Tienda B;Juego PS5;Débito;Neutra;No;58859
44647;Antonio;Tienda D;Preventa Juego PS5;Efectivo;Neutra;No;41294
44532;Antonio;Tienda D;Juego NSW;Crédito;Positiva;No;40319
44309;Agustín;Tienda B;Código digital XBOX;Efectivo;Positiva;Si;50078
44576;Kike;Tienda B;Juego NSW;Efectivo;Negativa;Si;34521
44818;Kike;Tienda B;Preventa Juego PS5;Efectivo;Negativa;No;29250
44682;Francisco;Tienda C;Código digital STEAM;Efectivo;Neutra;No;50841
44782;María;Tienda A;Código digital PSN;Crédito;Neutra;No;43828
44209;Ambrosio;Tienda D;Preventa Juego PS5;Débito;Negativa;Si;56600
44796;Matías;Tienda A;Juego PC;Crédito;Negativa;Si;56281
44856;Antonio;Tienda D;Juego XBOX;Efectivo;Negativa;Si;52685
44829;Antonio;Tienda D;Suscripción;Débito;Negativa;Si;40947
44796;María;Tienda A;Juego NSW;Crédito;Negativa;No;51449
44830;Ambrosio;Tienda D;Juego NSW;Crédito;Neutra;No;30738
44201;Agustín;Tienda B;Juego PS5;Crédito;Neutra;No;56294
44315;Kike;Tienda B;Preventa Juego STEAM;Débito;Neutra;No;61965
44345;Agustín;Tienda B;Código digital STEAM;Débito;Positiva;No;58332
44639;Agustín;Tienda B;Juego PS5;Efectivo;Negativa;Si;62046
44309;María;Tienda A;Preventa Juego NSW;Crédito;Negativa;No;47551
44580;María;Tienda A;Juego PC;Crédito;Neutra;No;43689
44599;Matías;Tienda A;Juego PS5;Efectivo;Negativa;Si;39012
44369;María;Tienda A;Preventa Juego NSW;Efectivo;Neutra;No;31175
44533;Francisco;Tienda C;Juego XBOX;Crédito;Neutra;Si;52002
44689;María;Tienda A;Preventa Juego PS5;Débito;Negativa;No;60882
44592;Antonio;Tienda D;Preventa Juego XBOX;Crédito;Neutra;No;60240
44589;Francisco;Tienda C;Juego PC;Débito;Neutra;No;64623
44371;Diego;Tienda C;Código digital STEAM;Efectivo;Negativa;No;62179
44268;Ambrosio;Tienda D;Código digital STEAM;Crédito;Neutra;No;50578
44384;Antonio;Tienda D;Preventa Juego XBOX;Crédito;Neutra;Si;37250
44268;Diego;Tienda C;Código digital STEAM;Débito;Positiva;No;54943
44345;Francisco;Tienda C;Suscripción;Débito;Positiva;No;62429
44824;Kike;Tienda B;Juego PS5;Crédito;Positiva;Si;35650
44590;Agustín;Tienda B;Preventa Juego XBOX;Efectivo;Neutra;No;43452
44540;Matías;Tienda A;Preventa Juego PS5;Crédito;Negativa;Si;51666
44427;Francisco;Tienda C;Juego XBOX;Efectivo;Neutra;No;52325
44526;Antonio;Tienda D;Juego PS5;Efectivo;Neutra;No;52000
44534;Matías;Tienda A;Juego XBOX;Efectivo;Positiva;Si;62373
44309;Diego;Tienda C;Preventa Juego STEAM;Débito;Neutra;Si;47891
44840;Kike;Tienda B;Juego XBOX;Débito;Negativa;Si;61655
44694;Ambrosio;Tienda D;Preventa Juego NSW;Crédito;Neutra;Si;33074
44678;Francisco;Tienda C;Preventa Juego STEAM;Crédito;Negativa;No;31744
44807;Diego;Tienda C;Preventa Juego XBOX;Efectivo;Negativa;No;50402
44223;Diego;Tienda C;Juego XBOX;Crédito;Positiva;No;43353
44831;Francisco;Tienda C;Juego NSW;Efectivo;Positiva;Si;48043
44782;Agustín;Tienda B;Código digital STEAM;Efectivo;Negativa;No;52997
44477;Kike;Tienda B;Preventa Juego NSW;Efectivo;Neutra;Si;42502
44776;Francisco;Tienda C;Código digital STEAM;Crédito;Positiva;No;57092
44854;Francisco;Tienda C;Suscripción;Débito;Negativa;Si;55506
44538;Diego;Tienda C;Preventa Juego NSW;Débito;Negativa;No;52733
44428;Agustín;Tienda B;Código digital PSN;Crédito;Neutra;No;63992
44729;Kike;Tienda B;Preventa Juego STEAM;Débito;Negativa;Si;44334
44554;Agustín;Tienda B;Código digital STEAM;Efectivo;Positiva;Si;53912
44695;Kike;Tienda B;Juego XBOX;Crédito;Positiva;No;45577
44697;Diego;Tienda C;Código digital STEAM;Crédito;Negativa;No;36170
44216;Kike;Tienda B;Preventa Juego STEAM;Débito;Negativa;No;44031
44625;Antonio;Tienda D;Juego PC;Débito;Neutra;No;60337
44570;Francisco;Tienda C;Juego NSW;Efectivo;Neutra;No;33849
44225;Matías;Tienda A;Preventa Juego PS5;Efectivo;Negativa;No;37507
44451;Kike;Tienda B;Juego PS5;Efectivo;Negativa;Si;56424
44270;Agustín;Tienda B;Código digital NSW;Crédito;Neutra;No;33320
44621;Agustín;Tienda B;Preventa Juego STEAM;Crédito;Positiva;Si;29195
44300;María;Tienda A;Código digital STEAM;Débito;Negativa;Si;37533
44663;Matías;Tienda A;Código digital STEAM;Débito;Positiva;Si;41908
44772;Agustín;Tienda B;Juego NSW;Crédito;Negativa;No;29559
44783;María;Tienda A;Juego PC;Efectivo;Neutra;No;32119
44514;Matías;Tienda A;Juego NSW;Crédito;Positiva;Si;54373
44307;Diego;Tienda C;Código digital STEAM;Débito;Negativa;Si;52995
44670;Ambrosio;Tienda D;Código digital STEAM;Efectivo;Neutra;No;62710
44818;María;Tienda A;Preventa Juego NSW;Efectivo;Positiva;Si;29580
44370;Ambrosio;Tienda D;Preventa Juego STEAM;Crédito;Negativa;Si;48049
44397;Ambrosio;Tienda D;Preventa Juego STEAM;Crédito;Neutra;Si;32678
44651;Francisco;Tienda C;Suscripción;Efectivo;Positiva;No;54880
44490;Antonio;Tienda D;Juego NSW;Efectivo;Neutra;Si;28133
44228;Francisco;Tienda C;Juego XBOX;Débito;Neutra;No;51248
44312;Kike;Tienda B;Juego XBOX;Efectivo;Neutra;No;56202
44415;Kike;Tienda B;Código digital NSW;Crédito;Negativa;Si;60062
44622;Matías;Tienda A;Preventa Juego STEAM;Efectivo;Neutra;No;62119
44275;Diego;Tienda C;Juego NSW;Efectivo;Positiva;Si;44831
44685;María;Tienda A;Preventa Juego PS5;Débito;Neutra;Si;53599
44519;Agustín;Tienda B;Código digital STEAM;Débito;Neutra;Si;58113
44741;Francisco;Tienda C;Juego PS5;Débito;Positiva;No;42349
44365;Ambrosio;Tienda D;Código digital XBOX;Efectivo;Positiva;Si;59810
44208;Francisco;Tienda C;Juego PS5;Crédito;Negativa;No;63386
44572;Kike;Tienda B;Juego NSW;Crédito;Neutra;No;38472
44850;Agustín;Tienda B;Suscripción;Efectivo;Negativa;Si;58857
44789;Kike;Tienda B;Suscripción;Efectivo;Neutra;No;56865
44409;Matías;Tienda A;Preventa Juego NSW;Efectivo;Negativa;No;39188
44807;Ambrosio;Tienda D;Juego NSW;Efectivo;Neutra;No;54762
44256;Agustín;Tienda B;Código digital XBOX;Efectivo;Negativa;No;57295
44795;Kike;Tienda B;Código digital NSW;Efectivo;Positiva;Si;59844
44330;Diego;Tienda C;Código digital XBOX;Débito;Negativa;No;36573
44611;Agustín;Tienda B;Suscripción;Crédito;Negativa;Si;51639
44238;Matías;Tienda A;Código digital NSW;Efectivo;Positiva;Si;29342
44830;Diego;Tienda C;Código digital NSW;Débito;Positiva;No;53902
44447;María;Tienda A;Preventa Juego NSW;Efectivo;Neutra;No;49528
44763;Antonio;Tienda D;Código digital XBOX;Crédito;Positiva;Si;51349
44262;Agustín;Tienda B;Juego PC;Efectivo;Negativa;No;40111
44388;Agustín;Tienda B;Preventa Juego STEAM;Crédito;Negativa;No;64393
44726;Francisco;Tienda C;Juego PS5;Débito;Neutra;No;44537
44668;Antonio;Tienda D;Preventa Juego XBOX;Débito;Neutra;No;40594
44329;María;Tienda A;Código digital NSW;Efectivo;Neutra;Si;48007
44214;Kike;Tienda B;Preventa Juego NSW;Débito;Negativa;No;62413
44440;María;Tienda A;Código digital NSW;Efectivo;Neutra;No;29234
44599;Francisco;Tienda C;Código digital XBOX;Efectivo;Neutra;Si;39478
44711;Antonio;Tienda D;Suscripción;Crédito;Negativa;Si;53960
44384;Ambrosio;Tienda D;Juego XBOX;Crédito;Neutra;No;60454
44773;Diego;Tienda C;Preventa Juego PS5;Débito;Negativa;Si;57208
44362;Kike;Tienda B;Preventa Juego STEAM;Débito;Neutra;Si;48306
44364;Ambrosio;Tienda D;Preventa Juego NSW;Crédito;Positiva;Si;33674
44641;Antonio;Tienda D;Código digital STEAM;Débito;Positiva;No;49755
44476;Ambrosio;Tienda D;Juego PS5;Efectivo;Neutra;Si;51721
44535;Antonio;Tienda D;Juego XBOX;Débito;Neutra;Si;44317
44775;Matías;Tienda A;Preventa Juego XBOX;Crédito;Negativa;No;47883
44564;María;Tienda A;Juego PS5;Débito;Negativa;Si;57434
44863;Ambrosio;Tienda D;Preventa Juego NSW;Efectivo;Negativa;No;63637
44566;Francisco;Tienda C;Juego PC;Efectivo;Negativa;Si;31301
44691;María;Tienda A;Juego PC;Crédito;Negativa;No;45179
44505;Ambrosio;Tienda D;Preventa Juego NSW;Efectivo;Positiva;Si;56968
44532;Diego;Tienda C;Preventa Juego PS5;Efectivo;Negativa;No;56628
44863;Kike;Tienda B;Preventa Juego XBOX;Débito;Neutra;Si;51555
44388;Matías;Tienda A;Preventa Juego XBOX;Crédito;Positiva;No;46586
44307;Ambrosio;Tienda D;Preventa Juego PS5;Débito;Positiva;No;44670
44226;Ambrosio;Tienda D;Preventa Juego XBOX;Débito;Negativa;No;30754
44258;Agustín;Tienda B;Código digital XBOX;Crédito;Negativa;Si;30845
44414;Ambrosio;Tienda D;Código digital PSN;Débito;Negativa;Si;64415
44557;Matías;Tienda A;Código digital PSN;Débito;Neutra;No;40707
44394;María;Tienda A;Preventa Juego NSW;Débito;Neutra;Si;49006
44776;Diego;Tienda C;Código digital NSW;Crédito;Positiva;Si;44224
44726;Francisco;Tienda C;Juego PC;Efectivo;Positiva;No;33381
44426;Diego;Tienda C;Juego PC;Efectivo;Negativa;No;31884
44305;Diego;Tienda C;Preventa Juego XBOX;Efectivo;Negativa;No;34181
44221;Diego;Tienda C;Juego XBOX;Débito;Neutra;No;32283
44766;Francisco;Tienda C;Suscripción;Crédito;Negativa;Si;53168
44300;Agustín;Tienda B;Juego XBOX;Crédito;Neutra;No;45843
44244;Agustín;Tienda B;Suscripción;Débito;Neutra;No;52003
44338;Francisco;Tienda C;Preventa Juego XBOX;Efectivo;Neutra;Si;57411
44570;Matías;Tienda A;Preventa Juego STEAM;Efectivo;Positiva;No;40652
44657;Agustín;Tienda B;Juego XBOX;Crédito;Positiva;Si;48696
44435;Diego;Tienda C;Preventa Juego XBOX;Efectivo;Negativa;Si;38051
44806;Ambrosio;Tienda D;Código digital XBOX;Débito;Negativa;No;41145
44625;Matías;Tienda A;Código digital PSN;Crédito;Neutra;No;54668
44634;Francisco;Tienda C;Código digital PSN;Débito;Negativa;Si;39189
44691;Matías;Tienda A;Suscripción;Efectivo;Positiva;No;31575
44793;María;Tienda A;Juego PS5;Efectivo;Neutra;Si;48021
44425;Ambrosio;Tienda D;Juego XBOX;Efectivo;Neutra;No;53055
44677;Antonio;Tienda D;Juego XBOX;Débito;Positiva;Si;53897
44496;Agustín;Tienda B;Juego PC;Débito;Negativa;No;36971
44405;María;Tienda A;Juego PS5;Efectivo;Negativa;Si;62142
44370;Matías;Tienda A;Preventa Juego NSW;Crédito;Neutra;No;40755
44503;Agustín;Tienda B;Juego PS5;Efectivo;Positiva;No;63214
44354;Kike;Tienda B;Preventa Juego XBOX;Débito;Negativa;No;63665
44239;Kike;Tienda B;Preventa Juego NSW;Crédito;Positiva;No;57977
44498;Matías;Tienda A;Código digital NSW;Débito;Negativa;Si;58300
44352;Francisco;Tienda C;Juego PC;Efectivo;Negativa;No;32695
44218;María;Tienda A;Código digital STEAM;Débito;Positiva;No;56181
44230;Antonio;Tienda D;Código digital NSW;Efectivo;Neutra;No;56072
44601;Diego;Tienda C;Preventa Juego STEAM;Débito;Neutra;Si;46463
44712;Matías;Tienda A;Código digital NSW;Efectivo;Positiva;Si;31938
44699;Matías;Tienda A;Juego PC;Efectivo;Positiva;Si;56143
44504;Francisco;Tienda C;Preventa Juego NSW;Crédito;Negativa;No;44797
44399;Francisco;Tienda C;Juego PC;Crédito;Neutra;Si;48795
44415;Francisco;Tienda C;Juego NSW;Débito;Negativa;Si;41728
44327;Matías;Tienda A;Juego XBOX;Débito;Positiva;No;56641
44666;Francisco;Tienda C;Juego NSW;Débito;Neutra;Si;43926
44326;Matías;Tienda A;Código digital STEAM;Débito;Negativa;No;28140
44343;Diego;Tienda C;Código digital PSN;Efectivo;Neutra;No;56485
44797;Matías;Tienda A;Preventa Juego PS5;Débito;Positiva;No;41219
44522;Ambrosio;Tienda D;Código digital NSW;Débito;Positiva;No;36172
44810;Kike;Tienda B;Preventa Juego STEAM;Crédito;Neutra;No;62428
44384;María;Tienda A;Código digital STEAM;Crédito;Neutra;Si;30183
44412;Francisco;Tienda C;Código digital XBOX;Efectivo;Neutra;Si;48759
44407;Francisco;Tienda C;Suscripción;Débito;Negativa;Si;61205
44779;Matías;Tienda A;Código digital NSW;Crédito;Positiva;Si;60078
44446;Agustín;Tienda B;Suscripción;Efectivo;Neutra;Si;50121
44395;Agustín;Tienda B;Preventa Juego PS5;Débito;Positiva;Si;30553
44287;Kike;Tienda B;Suscripción;Efectivo;Neutra;Si;50493
44860;Kike;Tienda B;Código digital STEAM;Crédito;Neutra;Si;62609
44435;Agustín;Tienda B;Código digital PSN;Débito;Neutra;Si;33983
44613;Matías;Tienda A;Juego PS5;Crédito;Neutra;Si;50733
44632;Ambrosio;Tienda D;Preventa Juego NSW;Efectivo;Negativa;Si;35658
44558;Diego;Tienda C;Preventa Juego XBOX;Crédito;Negativa;No;48772
44509;Kike;Tienda B;Preventa Juego PS5;Crédito;Negativa;No;56622
44218;Diego;Tienda C;Preventa Juego XBOX;Efectivo;Positiva;No;42438
44490;Agustín;Tienda B;Juego XBOX;Débito;Negativa;Si;38551
44388;Francisco;Tienda C;Juego XBOX;Débito;Positiva;No;40076
44805;Francisco;Tienda C;Suscripción;Crédito;Neutra;Si;63006
44490;Francisco;Tienda C;Juego NSW;Crédito;Neutra;No;29381
44560;Matías;Tienda A;Suscripción;Débito;Neutra;Si;37709
44443;María;Tienda A;Código digital NSW;Crédito;Positiva;No;54692
44279;Antonio;Tienda D;Preventa Juego STEAM;Débito;Neutra;Si;63630
44601;Ambrosio;Tienda D;Suscripción;Débito;Negativa;Si;59011
44548;María;Tienda A;Juego NSW;Efectivo;Positiva;No;64932
44399;Kike;Tienda B;Código digital PSN;Efectivo;Negativa;No;34011
44419;María;Tienda A;Preventa Juego XBOX;Débito;Positiva;Si;40158
44204;Matías;Tienda A;Suscripción;Efectivo;Neutra;No;57169
44800;María;Tienda A;Código digital NSW;Efectivo;Neutra;Si;60492
44505;Diego;Tienda C;Juego XBOX;Crédito;Neutra;No;42002
44860;María;Tienda A;Código digital PSN;Crédito;Negativa;No;49814
44581;Diego;Tienda C;Código digital XBOX;Débito;Negativa;No;28258
44513;Ambrosio;Tienda D;Código digital STEAM;Efectivo;Neutra;Si;49219
44325;Antonio;Tienda D;Código digital PSN;Débito;Negativa;Si;55177
44648;Agustín;Tienda B;Código digital STEAM;Débito;Neutra;Si;40809
44365;Kike;Tienda B;Juego XBOX;Crédito;Positiva;No;37958
44538;Matías;Tienda A;Suscripción;Efectivo;Negativa;No;46425
44821;Antonio;Tienda D;Preventa Juego NSW;Débito;Neutra;Si;59612
44820;Francisco;Tienda C;Código digital PSN;Efectivo;Negativa;Si;56816
44512;María;Tienda A;Juego PS5;Débito;Neutra;Si;34552
44736;Ambrosio;Tienda D;Código digital NSW;Efectivo;Positiva;Si;48948
44812;Matías;Tienda A;Suscripción;Crédito;Negativa;Si;45542
44244;Ambrosio;Tienda D;Preventa Juego NSW;Crédito;Neutra;Si;52110
44400;Francisco;Tienda C;Código digital XBOX;Débito;Positiva;Si;46751
44308;Ambrosio;Tienda D;Código digital PSN;Efectivo;Positiva;No;62965
44515;Diego;Tienda C;Juego PS5;Crédito;Neutra;No;47045
44243;Agustín;Tienda B;Preventa Juego NSW;Débito;Neutra;Si;34141
44573;Francisco;Tienda C;Suscripción;Crédito;Neutra;Si;45205
44345;Antonio;Tienda D;Código digital STEAM;Efectivo;Neutra;No;53700
44646;Kike;Tienda B;Preventa Juego XBOX;Efectivo;Positiva;Si;64936
44465;Diego;Tienda C;Suscripción;Débito;Positiva;No;61541
44243;Francisco;Tienda C;Preventa Juego NSW;Débito;Neutra;No;33882
44761;Kike;Tienda B;Código digital STEAM;Crédito;Positiva;No;55999
44583;Francisco;Tienda C;Juego NSW;Débito;Positiva;No;63077
44727;Diego;Tienda C;Juego PS5;Débito;Positiva;No;30545
44623;Diego;Tienda C;Juego PS5;Efectivo;Neutra;No;36878
44612;Kike;Tienda B;Código digital XBOX;Efectivo;Negativa;No;47611
44315;Matías;Tienda A;Código digital XBOX;Efectivo;Neutra;Si;57739
44694;Agustín;Tienda B;Juego NSW;Débito;Negativa;Si;61826
44349;Ambrosio;Tienda D;Preventa Juego STEAM;Crédito;Positiva;No;39622
44359;Matías;Tienda A;Código digital STEAM;Débito;Negativa;No;60520
44376;Ambrosio;Tienda D;Código digital XBOX;Débito;Positiva;No;62311
44766;María;Tienda A;Preventa Juego PS5;Efectivo;Positiva;Si;52820
44353;Ambrosio;Tienda D;Código digital XBOX;Débito;Negativa;Si;32797
44636;Matías;Tienda A;Código digital PSN;Crédito;Negativa;No;61475
44342;Matías;Tienda A;Juego NSW;Efectivo;Positiva;No;39689
44778;Matías;Tienda A;Código digital STEAM;Crédito;Neutra;No;28752
44297;Antonio;Tienda D;Preventa Juego XBOX;Crédito;Positiva;No;56026
44354;Ambrosio;Tienda D;Preventa Juego NSW;Crédito;Negativa;Si;49018
44850;Ambrosio;Tienda D;Juego PC;Crédito;Neutra;Si;43179
44381;Francisco;Tienda C;Código digital NSW;Efectivo;Negativa;No;61113
44560;Agustín;Tienda B;Código digital NSW;Débito;Neutra;Si;42753
44858;Ambrosio;Tienda D;Juego PS5;Crédito;Neutra;No;48790
44493;Ambrosio;Tienda D;Código digital XBOX;Efectivo;Negativa;No;61285
44508;Francisco;Tienda C;Preventa Juego STEAM;Débito;Positiva;No;62546
44444;Francisco;Tienda C;Suscripción;Efectivo;Negativa;No;47231
44364;Ambrosio;Tienda D;Preventa Juego XBOX;Débito;Positiva;No;39398
44704;Antonio;Tienda D;Juego PC;Débito;Positiva;No;55233
44633;Antonio;Tienda D;Código digital NSW;Efectivo;Positiva;No;49594
44789;María;Tienda A;Preventa Juego XBOX;Crédito;Positiva;No;43976
44861;Antonio;Tienda D;Preventa Juego STEAM;Efectivo;Negativa;Si;49649
44764;María;Tienda A;Juego NSW;Efectivo;Negativa;Si;63761
44843;Francisco;Tienda C;Suscripción;Efectivo;Negativa;Si;39163
44822;Diego;Tienda C;Preventa Juego STEAM;Débito;Positiva;No;45888
44768;Kike;Tienda B;Preventa Juego XBOX;Efectivo;Neutra;No;54404
44627;Agustín;Tienda B;Suscripción;Débito;Positiva;Si;28706
44781;Francisco;Tienda C;Código digital STEAM;Crédito;Neutra;No;43339
44602;Diego;Tienda C;Suscripción;Crédito;Negativa;No;59154
44845;María;Tienda A;Juego NSW;Efectivo;Positiva;No;38387
44484;Francisco;Tienda C;Preventa Juego XBOX;Crédito;Neutra;Si;57055
44618;Kike;Tienda B;Preventa Juego STEAM;Crédito;Positiva;Si;63293
44402;Francisco;Tienda C;Suscripción;Crédito;Negativa;No;37429
44567;Ambrosio;Tienda D;Código digital NSW;Efectivo;Positiva;No;48556
44459;Francisco;Tienda C;Suscripción;Débito;Negativa;No;41997
44850;Ambrosio;Tienda D;Código digital XBOX;Crédito;Negativa;No;36501
44605;Agustín;Tienda B;Preventa Juego PS5;Crédito;Negativa;No;54958
44525;Diego;Tienda C;Preventa Juego STEAM;Crédito;Positiva;Si;44945
44419;Matías;Tienda A;Código digital PSN;Débito;Positiva;Si;60284
44543;Antonio;Tienda D;Código digital PSN;Débito;Neutra;Si;48623
44342;Kike;Tienda B;Suscripción;Crédito;Positiva;Si;47298
44548;María;Tienda A;Preventa Juego NSW;Efectivo;Positiva;Si;62434
44815;Francisco;Tienda C;Código digital NSW;Crédito;Negativa;No;43145
44602;Agustín;Tienda B;Preventa Juego XBOX;Crédito;Neutra;Si;32622
44556;María;Tienda A;Preventa Juego STEAM;Efectivo;Neutra;Si;57031
44450;Francisco;Tienda C;Código digital STEAM;Débito;Neutra;No;48045
44242;María;Tienda A;Preventa Juego PS5;Débito;Positiva;No;34963
44391;Antonio;Tienda D;Juego XBOX;Efectivo;Positiva;Si;37684
44393;Kike;Tienda B;Código digital NSW;Crédito;Neutra;No;53899
44538;Kike;Tienda B;Código digital STEAM;Débito;Neutra;No;51411
44557;Agustín;Tienda B;Preventa Juego STEAM;Crédito;Neutra;Si;46868
44295;Francisco;Tienda C;Juego NSW;Crédito;Negativa;No;50571
44570;Diego;Tienda C;Preventa Juego NSW;Débito;Negativa;No;34624
44320;Francisco;Tienda C;Código digital NSW;Débito;Negativa;Si;56829
44779;María;Tienda A;Juego PS5;Débito;Negativa;Si;33567
44682;Kike;Tienda B;Preventa Juego NSW;Débito;Neutra;No;40000
44491;María;Tienda A;Juego PS5;Débito;Positiva;Si;50066
44754;Matías;Tienda A;Código digital PSN;Efectivo;Negativa;No;62452
44703;Diego;Tienda C;Preventa Juego STEAM;Débito;Positiva;No;49124
44254;Agustín;Tienda B;Suscripción;Débito;Negativa;No;55030
44499;María;Tienda A;Suscripción;Débito;Neutra;No;48699
44246;Matías;Tienda A;Suscripción;Efectivo;Negativa;Si;45674
44661;Diego;Tienda C;Preventa Juego NSW;Crédito;Negativa;Si;46995
44547;Matías;Tienda A;Código digital NSW;Efectivo;Neutra;Si;32430
44633;Antonio;Tienda D;Código digital STEAM;Efectivo;Positiva;No;58846
44699;Diego;Tienda C;Preventa Juego PS5;Efectivo;Positiva;No;41382
44640;María;Tienda A;Código digital STEAM;Crédito;Negativa;Si;48615
44565;Antonio;Tienda D;Código digital NSW;Crédito;Negativa;Si;44686
44540;Francisco;Tienda C;Código digital STEAM;Efectivo;Neutra;Si;54020
44611;Ambrosio;Tienda D;Preventa Juego PS5;Efectivo;Positiva;Si;58315
44300;Antonio;Tienda D;Juego XBOX;Efectivo;Neutra;No;52012
44393;Ambrosio;Tienda D;Preventa Juego XBOX;Efectivo;Negativa;Si;31738
44860;María;Tienda A;Código digital NSW;Débito;Neutra;No;45498
44514;Kike;Tienda B;Código digital XBOX;Efectivo;Neutra;No;53985
44319;Antonio;Tienda D;Suscripción;Débito;Negativa;No;33641
44601;Francisco;Tienda C;Preventa Juego XBOX;Débito;Negativa;No;56847
44837;Ambrosio;Tienda D;Juego XBOX;Débito;Negativa;No;45888
44782;Antonio;Tienda D;Juego NSW;Crédito;Negativa;No;45706
44261;Agustín;Tienda B;Suscripción;Efectivo;Neutra;No;61904
44809;Diego;Tienda C;Preventa Juego XBOX;Crédito;Negativa;No;39734
44792;Agustín;Tienda B;Juego PS5;Débito;Positiva;Si;40394
44559;Diego;Tienda C;Preventa Juego XBOX;Efectivo;Neutra;No;34614
44573;Antonio;Tienda D;Código digital STEAM;Crédito;Positiva;No;48289
44508;Kike;Tienda B;Preventa Juego XBOX;Efectivo;Positiva;No;35606
44722;Diego;Tienda C;Juego PC;Efectivo;Neutra;No;64046
44693;Francisco;Tienda C;Juego XBOX;Débito;Negativa;No;47310
44483;Francisco;Tienda C;Código digital NSW;Crédito;Negativa;Si;63713
44587;Antonio;Tienda D;Código digital PSN;Efectivo;Negativa;No;33718
44622;Matías;Tienda A;Juego NSW;Crédito;Negativa;Si;52638
44764;Agustín;Tienda B;Preventa Juego STEAM;Efectivo;Negativa;Si;47871
44277;Matías;Tienda A;Juego PC;Efectivo;Neutra;No;61828
44312;Francisco;Tienda C;Código digital STEAM;Crédito;Negativa;No;44150
44535;Kike;Tienda B;Juego PS5;Crédito;Neutra;Si;28517
44285;Agustín;Tienda B;Suscripción;Crédito;Positiva;Si;56160
44587;María;Tienda A;Preventa Juego NSW;Efectivo;Neutra;No;30765
44565;María;Tienda A;Juego XBOX;Crédito;Neutra;Si;63227
44522;Diego;Tienda C;Juego PS5;Efectivo;Positiva;Si;54847
44416;Kike;Tienda B;Juego PS5;Efectivo;Negativa;No;58142
44202;Diego;Tienda C;Código digital PSN;Crédito;Neutra;No;38192
44503;María;Tienda A;Juego NSW;Débito;Negativa;Si;63057
44831;Ambrosio;Tienda D;Juego XBOX;Débito;Neutra;Si;38937
44766;Antonio;Tienda D;Código digital STEAM;Débito;Neutra;No;44986
44495;Matías;Tienda A;Código digital PSN;Débito;Negativa;No;40458
44346;María;Tienda A;Preventa Juego NSW;Crédito;Negativa;No;60205
44306;Ambrosio;Tienda D;Juego PS5;Débito;Negativa;Si;56188
44350;Francisco;Tienda C;Juego NSW;Efectivo;Negativa;No;52178
44644;Matías;Tienda A;Juego PS5;Efectivo;Negativa;Si;63233
44789;Diego;Tienda C;Preventa Juego XBOX;Débito;Negativa;No;49493
44549;Matías;Tienda A;Juego PS5;Débito;Positiva;No;31827
44635;Antonio;Tienda D;Código digital XBOX;Crédito;Neutra;No;47749
44816;María;Tienda A;Código digital XBOX;Débito;Positiva;No;53583
44707;Francisco;Tienda C;Preventa Juego XBOX;Efectivo;Negativa;Si;28179
44458;Kike;Tienda B;Juego XBOX;Crédito;Positiva;Si;40396
44365;Matías;Tienda A;Código digital PSN;Efectivo;Neutra;No;34949
44418;María;Tienda A;Juego PS5;Crédito;Neutra;Si;51893
44210;Ambrosio;Tienda D;Código digital STEAM;Débito;Neutra;No;34060
44201;Diego;Tienda C;Suscripción;Débito;Positiva;No;42625
44857;Diego;Tienda C;Preventa Juego XBOX;Crédito;Negativa;Si;53427
44617;Ambrosio;Tienda D;Código digital STEAM;Efectivo;Positiva;Si;56780
