Fecha;Vendedor;Tienda;Producto;Medio de pago;Valor
27-10-2021;Antonio;Tienda D;Código digital NSW;Crédito;$42.002
30-07-2021;Ambrosio;Tienda D;Código digital NSW;Débito;$48.151
04-05-2021;Matías;Tienda A;Juego PS5;Crédito;$61.008
27-01-2022;Diego;Tienda C;Juego XBOX;Débito;$58.578
02-04-2022;Francisco;Tienda C;Código digital XBOX;Débito;$62.601
17-01-2021;Francisco;Tienda C;Preventa Juego NSW;Débito;$43.878
01-06-2021;Matías;Tienda A;Preventa Juego PS5;Débito;$48.092
16-08-2021;Kike;Tienda B;Preventa Juego PS5;Débito;$33.706
05-03-2021;Francisco;Tienda C;Juego PS5;Débito;$40.788
08-09-2022;María;Tienda A;Suscripción;Débito;$64.547
21-11-2021;Antonio;Tienda D;Juego NSW;Crédito;$64.803
17-04-2021;Ambrosio;Tienda D;Código digital XBOX;Débito;$55.630
22-08-2022;Ambrosio;Tienda D;Juego XBOX;Crédito;$59.559
02-04-2021;Agustín;Tienda B;Juego PC;Crédito;$36.292
12-10-2021;Matías;Tienda A;Código digital NSW;Débito;$29.172
30-08-2021;Agustín;Tienda B;Preventa Juego STEAM;Débito;$35.484
18-06-2021;Diego;Tienda C;Juego PS5;Crédito;$35.130
03-10-2021;Ambrosio;Tienda D;Juego PS5;Crédito;$61.744
14-03-2022;Francisco;Tienda C;Juego XBOX;Crédito;$28.961
20-04-2021;Agustín;Tienda B;Juego PS5;Crédito;$46.135
14-11-2021;Diego;Tienda C;Código digital STEAM;Débito;$44.393
29-03-2022;María;Tienda A;Preventa Juego PS5;Crédito;$28.907
14-09-2022;Ambrosio;Tienda D;Preventa Juego XBOX;Débito;$40.960
19-07-2022;Matías;Tienda A;Preventa Juego XBOX;Débito;$61.788
22-08-2021;Diego;Tienda C;Preventa Juego NSW;Débito;$39.045
19-01-2022;Francisco;Tienda C;Preventa Juego NSW;Crédito;$57.327
25-07-2022;Kike;Tienda B;Preventa Juego PS5;Crédito;$33.513
26-01-2022;Antonio;Tienda D;Código digital NSW;Crédito;$40.957
12-01-2021;María;Tienda A;Código digital PSN;Débito;$61.494
27-07-2022;Antonio;Tienda D;Preventa Juego STEAM;Crédito;$34.242
09-04-2022;Ambrosio;Tienda D;Suscripción;Crédito;$29.278
16-08-2021;Agustín;Tienda B;Preventa Juego STEAM;Crédito;$44.939
22-03-2021;Antonio;Tienda D;Código digital PSN;Débito;$59.512
14-07-2022;Matías;Tienda A;Código digital PSN;Crédito;$48.221
05-10-2022;Agustín;Tienda B;Suscripción;Débito;$57.707
31-07-2021;Kike;Tienda B;Preventa Juego PS5;Crédito;$55.307
29-07-2021;Francisco;Tienda C;Preventa Juego STEAM;Débito;$57.209
07-02-2021;Ambrosio;Tienda D;Preventa Juego PS5;Débito;$60.529
08-09-2021;María;Tienda A;Juego NSW;Crédito;$33.828
15-08-2022;Kike;Tienda B;Preventa Juego STEAM;Débito;$53.449
06-06-2021;Ambrosio;Tienda D;Código digital PSN;Crédito;$32.947
21-02-2021;Diego;Tienda C;Código digital XBOX;Débito;$58.052
08-06-2021;Francisco;Tienda C;Juego PS5;Crédito;$28.222
28-09-2022;María;Tienda A;Preventa Juego NSW;Crédito;$48.239
03-02-2022;Diego;Tienda C;Juego PS5;Débito;$46.721
30-01-2022;María;Tienda A;Suscripción;Débito;$32.398
13-08-2022;Matías;Tienda A;Código digital XBOX;Crédito;$41.632
17-03-2021;Antonio;Tienda D;Juego NSW;Débito;$40.168
29-09-2021;María;Tienda A;Juego XBOX;Débito;$47.764
26-03-2021;Matías;Tienda A;Código digital XBOX;Crédito;$38.017
01-08-2022;Matías;Tienda A;Preventa Juego NSW;Crédito;$29.558
08-04-2021;Ambrosio;Tienda D;Juego PC;Crédito;$50.968
28-05-2022;María;Tienda A;Juego NSW;Débito;$32.274
02-02-2022;Ambrosio;Tienda D;Juego PS5;Débito;$41.549
01-06-2022;Matías;Tienda A;Preventa Juego STEAM;Débito;$30.500
02-10-2021;Diego;Tienda C;Código digital XBOX;Crédito;$49.614
23-10-2022;Diego;Tienda C;Preventa Juego PS5;Crédito;$60.263
26-08-2021;Ambrosio;Tienda D;Juego NSW;Crédito;$49.862
23-06-2021;Kike;Tienda B;Juego PC;Débito;$52.727
04-03-2022;Antonio;Tienda D;Suscripción;Crédito;$52.145
13-04-2021;Agustín;Tienda B;Preventa Juego NSW;Crédito;$64.742
17-09-2021;Agustín;Tienda B;Juego XBOX;Débito;$49.468
16-07-2022;Francisco;Tienda C;Código digital NSW;Crédito;$56.042
10-04-2021;María;Tienda A;Código digital XBOX;Crédito;$64.949
18-09-2022;Francisco;Tienda C;Juego NSW;Débito;$48.152
27-03-2021;Antonio;Tienda D;Código digital PSN;Débito;$37.441
02-06-2022;Diego;Tienda C;Código digital XBOX;Débito;$54.295
19-06-2021;Diego;Tienda C;Juego NSW;Crédito;$46.917
19-07-2022;Matías;Tienda A;Código digital STEAM;Débito;$40.594
31-10-2022;Antonio;Tienda D;Juego NSW;Débito;$49.138
31-07-2021;Diego;Tienda C;Juego XBOX;Crédito;$45.714
21-07-2021;Kike;Tienda B;Preventa Juego STEAM;Crédito;$45.352
18-05-2022;Diego;Tienda C;Suscripción;Débito;$48.438
29-11-2021;Agustín;Tienda B;Juego PS5;Crédito;$47.052
30-01-2021;Francisco;Tienda C;Código digital STEAM;Crédito;$63.159
26-04-2022;María;Tienda A;Preventa Juego NSW;Débito;$45.405
14-10-2022;Diego;Tienda C;Código digital PSN;Crédito;$35.686
21-05-2022;Kike;Tienda B;Código digital PSN;Débito;$59.959
17-01-2021;María;Tienda A;Código digital STEAM;Crédito;$48.973
01-04-2022;Ambrosio;Tienda D;Preventa Juego PS5;Crédito;$55.400
07-01-2021;Agustín;Tienda B;Juego NSW;Crédito;$55.764
02-12-2021;Diego;Tienda C;Juego PC;Crédito;$51.208
27-01-2022;María;Tienda A;Juego PC;Débito;$48.159
07-12-2021;Ambrosio;Tienda D;Código digital XBOX;Débito;$46.848
14-04-2021;Kike;Tienda B;Preventa Juego XBOX;Débito;$28.780
30-05-2022;Agustín;Tienda B;Código digital XBOX;Crédito;$44.247
11-01-2021;Matías;Tienda A;Juego PS5;Crédito;$40.817
13-06-2022;Matías;Tienda A;Preventa Juego XBOX;Débito;$47.563
22-01-2022;María;Tienda A;Suscripción;Débito;$31.781
29-03-2021;Antonio;Tienda D;Preventa Juego PS5;Crédito;$50.777
20-11-2021;Antonio;Tienda D;Código digital STEAM;Crédito;$33.553
26-10-2021;Francisco;Tienda C;Código digital STEAM;Débito;$42.586
22-06-2021;Agustín;Tienda B;Juego NSW;Crédito;$45.121
01-12-2021;Ambrosio;Tienda D;Juego XBOX;Débito;$46.522
20-07-2022;Kike;Tienda B;Código digital STEAM;Crédito;$45.339
08-12-2021;Antonio;Tienda D;Preventa Juego NSW;Débito;$29.918
20-04-2021;Matías;Tienda A;Preventa Juego NSW;Crédito;$58.315
31-10-2021;Francisco;Tienda C;Código digital PSN;Débito;$41.069
28-02-2021;Francisco;Tienda C;Código digital NSW;Débito;$61.225
24-02-2021;Matías;Tienda A;Juego PS5;Crédito;$32.033
07-12-2021;María;Tienda A;Preventa Juego NSW;Débito;$33.326
23-12-2021;Matías;Tienda A;Código digital XBOX;Débito;$33.855
01-03-2022;Ambrosio;Tienda D;Suscripción;Crédito;$36.315
07-07-2021;María;Tienda A;Preventa Juego STEAM;Crédito;$28.086
18-10-2022;Kike;Tienda B;Código digital XBOX;Crédito;$34.073
11-04-2022;Francisco;Tienda C;Código digital PSN;Crédito;$40.275
17-07-2021;Diego;Tienda C;Juego XBOX;Crédito;$28.135
22-02-2022;María;Tienda A;Juego XBOX;Crédito;$43.435
13-03-2021;Antonio;Tienda D;Código digital NSW;Crédito;$39.046
03-09-2021;María;Tienda A;Juego PC;Crédito;$33.520
01-01-2021;María;Tienda A;Juego PC;Débito;$53.962
24-09-2021;Antonio;Tienda D;Juego NSW;Débito;$44.416
21-04-2021;Agustín;Tienda B;Código digital STEAM;Débito;$35.538
10-09-2021;Ambrosio;Tienda D;Preventa Juego PS5;Crédito;$44.707
30-01-2022;María;Tienda A;Juego PS5;Débito;$62.666
19-03-2021;Kike;Tienda B;Juego PC;Crédito;$61.560
28-09-2022;Francisco;Tienda C;Preventa Juego XBOX;Débito;$60.265
23-10-2021;Ambrosio;Tienda D;Juego XBOX;Débito;$36.246
28-11-2021;Agustín;Tienda B;Juego XBOX;Crédito;$56.643
07-04-2021;Francisco;Tienda C;Preventa Juego STEAM;Crédito;$50.229
18-12-2021;Agustín;Tienda B;Juego PC;Crédito;$62.780
27-09-2021;Ambrosio;Tienda D;Juego PS5;Débito;$38.460
16-03-2022;Francisco;Tienda C;Preventa Juego NSW;Crédito;$50.217
08-09-2021;Francisco;Tienda C;Preventa Juego STEAM;Crédito;$38.525
27-10-2022;Ambrosio;Tienda D;Preventa Juego PS5;Débito;$53.880
29-11-2021;Francisco;Tienda C;Preventa Juego XBOX;Débito;$42.796
01-09-2022;Kike;Tienda B;Preventa Juego PS5;Crédito;$57.305
14-06-2022;Francisco;Tienda C;Código digital XBOX;Débito;$63.057
19-06-2021;María;Tienda A;Código digital NSW;Crédito;$47.638
11-06-2021;Antonio;Tienda D;Suscripción;Débito;$28.799
29-10-2022;Antonio;Tienda D;Preventa Juego PS5;Crédito;$48.171
01-05-2022;Agustín;Tienda B;Preventa Juego XBOX;Crédito;$30.289
14-01-2021;Antonio;Tienda D;Preventa Juego NSW;Débito;$43.693
31-08-2022;Francisco;Tienda C;Código digital NSW;Débito;$38.374
14-07-2022;Agustín;Tienda B;Preventa Juego STEAM;Débito;$50.312
04-03-2021;Antonio;Tienda D;Juego NSW;Débito;$64.371
19-09-2022;Kike;Tienda B;Juego XBOX;Crédito;$31.149
17-07-2021;Antonio;Tienda D;Juego PS5;Crédito;$45.529
28-02-2022;Diego;Tienda C;Código digital NSW;Crédito;$34.656
24-08-2022;Kike;Tienda B;Código digital XBOX;Crédito;$43.631
07-05-2021;María;Tienda A;Juego NSW;Débito;$46.623
10-06-2022;Agustín;Tienda B;Juego PS5;Débito;$30.873
08-07-2022;Ambrosio;Tienda D;Juego PS5;Débito;$59.760
21-07-2021;Francisco;Tienda C;Código digital PSN;Débito;$57.878
08-03-2022;Diego;Tienda C;Juego NSW;Débito;$43.353
30-08-2021;Agustín;Tienda B;Juego PC;Débito;$46.368
16-02-2021;Agustín;Tienda B;Código digital PSN;Crédito;$60.561
28-08-2021;María;Tienda A;Preventa Juego STEAM;Crédito;$47.732
29-09-2022;Matías;Tienda A;Juego PS5;Crédito;$32.001
30-04-2022;Francisco;Tienda C;Juego PC;Débito;$56.960
19-01-2021;Kike;Tienda B;Código digital NSW;Débito;$52.630
14-04-2022;Ambrosio;Tienda D;Juego PC;Crédito;$48.172
31-08-2022;Diego;Tienda C;Juego XBOX;Crédito;$36.387
02-10-2022;Ambrosio;Tienda D;Código digital XBOX;Crédito;$28.737
08-04-2022;Diego;Tienda C;Preventa Juego XBOX;Débito;$40.194
03-01-2021;Ambrosio;Tienda D;Preventa Juego NSW;Débito;$57.376
09-10-2022;Antonio;Tienda D;Juego PC;Débito;$42.575
25-10-2022;María;Tienda A;Preventa Juego STEAM;Crédito;$42.011
24-05-2021;Francisco;Tienda C;Preventa Juego NSW;Débito;$58.520
31-08-2021;Francisco;Tienda C;Juego NSW;Débito;$29.653
23-06-2021;Kike;Tienda B;Preventa Juego STEAM;Débito;$31.031
28-12-2021;Diego;Tienda C;Juego XBOX;Crédito;$56.728
17-10-2021;Agustín;Tienda B;Código digital XBOX;Débito;$39.499
23-02-2022;María;Tienda A;Juego NSW;Débito;$32.319
06-02-2021;Matías;Tienda A;Preventa Juego XBOX;Débito;$31.236
04-12-2021;Antonio;Tienda D;Código digital STEAM;Crédito;$55.485
19-05-2022;Matías;Tienda A;Juego XBOX;Débito;$32.729
13-02-2022;Antonio;Tienda D;Código digital PSN;Débito;$46.258
28-10-2021;Diego;Tienda C;Juego XBOX;Crédito;$51.195
31-10-2021;Ambrosio;Tienda D;Código digital STEAM;Débito;$38.764
11-01-2021;Matías;Tienda A;Preventa Juego NSW;Débito;$41.360
11-10-2021;Matías;Tienda A;Juego NSW;Crédito;$35.504
23-10-2022;Diego;Tienda C;Juego XBOX;Crédito;$59.117
18-09-2021;Agustín;Tienda B;Suscripción;Débito;$50.035
20-01-2022;Matías;Tienda A;Código digital STEAM;Crédito;$60.109
23-02-2021;Kike;Tienda B;Preventa Juego XBOX;Débito;$59.715
13-10-2021;María;Tienda A;Juego XBOX;Crédito;$51.702
02-04-2021;Diego;Tienda C;Juego PS5;Crédito;$59.589
02-03-2021;Diego;Tienda C;Código digital STEAM;Débito;$54.473
13-01-2021;Ambrosio;Tienda D;Juego NSW;Débito;$36.285
14-11-2021;Antonio;Tienda D;Preventa Juego XBOX;Crédito;$49.107
16-10-2022;Ambrosio;Tienda D;Código digital STEAM;Crédito;$56.334
22-08-2021;Kike;Tienda B;Juego NSW;Débito;$43.335
08-01-2022;Antonio;Tienda D;Preventa Juego XBOX;Crédito;$28.287
29-07-2021;Antonio;Tienda D;Preventa Juego PS5;Crédito;$42.878
02-01-2021;Diego;Tienda C;Juego NSW;Crédito;$62.120
10-07-2022;Ambrosio;Tienda D;Juego PS5;Crédito;$59.496
06-03-2022;Antonio;Tienda D;Juego PC;Crédito;$59.213
18-05-2021;Agustín;Tienda B;Código digital NSW;Débito;$38.625
17-10-2021;Agustín;Tienda B;Preventa Juego PS5;Crédito;$37.072
29-08-2021;Antonio;Tienda D;Código digital XBOX;Débito;$42.165
12-04-2022;Francisco;Tienda C;Juego NSW;Crédito;$57.535
28-02-2022;Matías;Tienda A;Código digital NSW;Crédito;$40.259
29-12-2021;Francisco;Tienda C;Preventa Juego XBOX;Crédito;$42.190
08-07-2021;Francisco;Tienda C;Preventa Juego PS5;Crédito;$56.719
15-05-2022;Francisco;Tienda C;Juego PS5;Débito;$28.307
20-03-2021;Diego;Tienda C;Código digital XBOX;Débito;$58.253
02-04-2022;María;Tienda A;Juego PS5;Débito;$44.603
20-03-2021;Antonio;Tienda D;Juego XBOX;Débito;$62.713
12-10-2022;Antonio;Tienda D;Preventa Juego STEAM;Crédito;$27.926
03-05-2022;Matías;Tienda A;Preventa Juego NSW;Crédito;$60.639
26-02-2021;Matías;Tienda A;Juego XBOX;Crédito;$47.906
01-05-2021;Ambrosio;Tienda D;Preventa Juego PS5;Crédito;$33.607
07-01-2021;Antonio;Tienda D;Suscripción;Crédito;$61.722
12-05-2022;Diego;Tienda C;Preventa Juego NSW;Crédito;$62.810
12-10-2021;Diego;Tienda C;Juego NSW;Débito;$60.864
10-08-2022;Diego;Tienda C;Juego NSW;Débito;$49.070
06-03-2021;María;Tienda A;Preventa Juego XBOX;Débito;$36.521
29-09-2022;Ambrosio;Tienda D;Suscripción;Débito;$39.811
06-10-2021;Agustín;Tienda B;Juego XBOX;Crédito;$48.661
05-08-2021;María;Tienda A;Juego PS5;Crédito;$46.204
17-04-2021;Agustín;Tienda B;Preventa Juego PS5;Débito;$28.498
15-04-2021;Antonio;Tienda D;Preventa Juego PS5;Crédito;$39.129
23-07-2022;Diego;Tienda C;Juego PC;Crédito;$46.106
01-06-2022;Diego;Tienda C;Código digital XBOX;Crédito;$48.980
21-06-2022;Antonio;Tienda D;Código digital PSN;Crédito;$38.741
24-06-2021;María;Tienda A;Código digital XBOX;Crédito;$39.594
27-06-2021;Kike;Tienda B;Preventa Juego XBOX;Débito;$28.701
08-05-2021;Francisco;Tienda C;Preventa Juego PS5;Débito;$28.152
01-10-2021;Kike;Tienda B;Preventa Juego STEAM;Débito;$31.445
12-05-2022;Kike;Tienda B;Preventa Juego PS5;Crédito;$52.816
25-07-2021;Ambrosio;Tienda D;Preventa Juego PS5;Débito;$43.633
26-03-2021;Matías;Tienda A;Código digital XBOX;Débito;$55.984
30-11-2021;Francisco;Tienda C;Suscripción;Crédito;$60.934
28-12-2021;Kike;Tienda B;Juego NSW;Crédito;$44.144
02-08-2022;Antonio;Tienda D;Juego PS5;Débito;$35.546
05-09-2021;María;Tienda A;Código digital XBOX;Crédito;$46.869
28-08-2021;Diego;Tienda C;Juego XBOX;Crédito;$29.774
04-06-2021;Kike;Tienda B;Juego XBOX;Débito;$37.449
09-10-2021;Francisco;Tienda C;Suscripción;Crédito;$35.347
28-04-2022;Diego;Tienda C;Preventa Juego NSW;Débito;$41.304
08-08-2021;Agustín;Tienda B;Juego PC;Débito;$33.178
22-05-2022;Kike;Tienda B;Preventa Juego XBOX;Débito;$40.723
26-10-2022;Matías;Tienda A;Código digital STEAM;Crédito;$29.709
01-02-2021;María;Tienda A;Código digital PSN;Crédito;$56.694
14-09-2021;Ambrosio;Tienda D;Código digital XBOX;Débito;$37.986
25-09-2021;Agustín;Tienda B;Juego PC;Crédito;$47.506
27-09-2022;Ambrosio;Tienda D;Juego PS5;Crédito;$48.854
05-08-2021;Antonio;Tienda D;Juego XBOX;Crédito;$38.064
25-01-2022;Antonio;Tienda D;Preventa Juego PS5;Débito;$43.192
29-04-2021;Francisco;Tienda C;Preventa Juego STEAM;Débito;$47.225
11-11-2021;Matías;Tienda A;Juego PC;Débito;$30.504
14-10-2021;Matías;Tienda A;Código digital NSW;Débito;$46.178
25-03-2021;Diego;Tienda C;Código digital PSN;Crédito;$39.909
13-07-2022;Kike;Tienda B;Juego NSW;Crédito;$30.949
14-11-2021;Ambrosio;Tienda D;Código digital STEAM;Débito;$38.477
31-08-2021;Agustín;Tienda B;Juego NSW;Débito;$39.892
17-01-2021;María;Tienda A;Preventa Juego PS5;Débito;$44.365
31-03-2021;Diego;Tienda C;Juego NSW;Crédito;$42.858
30-11-2021;Matías;Tienda A;Preventa Juego PS5;Débito;$32.771
05-01-2022;Antonio;Tienda D;Preventa Juego PS5;Débito;$31.350
05-05-2022;Ambrosio;Tienda D;Código digital NSW;Débito;$49.270
07-03-2022;María;Tienda A;Preventa Juego NSW;Débito;$43.366
16-05-2022;Francisco;Tienda C;Código digital XBOX;Débito;$43.996
09-06-2022;Kike;Tienda B;Juego PC;Crédito;$35.725
10-09-2022;Diego;Tienda C;Código digital PSN;Débito;$61.743
29-01-2021;Antonio;Tienda D;Juego NSW;Débito;$57.247
21-12-2021;Matías;Tienda A;Código digital STEAM;Débito;$32.321
31-07-2021;Matías;Tienda A;Juego XBOX;Débito;$36.045
01-03-2021;Kike;Tienda B;Preventa Juego NSW;Débito;$53.009
23-02-2022;Kike;Tienda B;Suscripción;Débito;$49.042
24-04-2022;Francisco;Tienda C;Juego PC;Débito;$39.094
20-07-2021;Kike;Tienda B;Código digital NSW;Débito;$38.409
24-07-2021;Francisco;Tienda C;Juego XBOX;Débito;$45.024
16-07-2021;Francisco;Tienda C;Juego XBOX;Débito;$59.485
06-03-2021;Diego;Tienda C;Código digital XBOX;Crédito;$31.298
31-03-2021;Ambrosio;Tienda D;Código digital XBOX;Débito;$38.007
04-08-2022;Ambrosio;Tienda D;Preventa Juego NSW;Débito;$53.756
14-07-2021;Agustín;Tienda B;Preventa Juego STEAM;Crédito;$53.665
05-10-2021;Kike;Tienda B;Juego XBOX;Débito;$62.251
13-04-2021;Matías;Tienda A;Preventa Juego PS5;Débito;$57.907
04-09-2021;Ambrosio;Tienda D;Código digital STEAM;Débito;$61.871
02-04-2021;Matías;Tienda A;Código digital NSW;Crédito;$47.161
02-04-2022;Matías;Tienda A;Código digital XBOX;Crédito;$45.881
20-07-2022;Francisco;Tienda C;Preventa Juego XBOX;Crédito;$49.180
08-05-2022;Ambrosio;Tienda D;Juego XBOX;Débito;$43.835
27-03-2022;Ambrosio;Tienda D;Juego NSW;Crédito;$43.871
04-06-2021;Diego;Tienda C;Código digital XBOX;Débito;$38.013
15-04-2021;Francisco;Tienda C;Preventa Juego PS5;Débito;$63.462
09-03-2022;Agustín;Tienda B;Preventa Juego NSW;Débito;$44.649
23-11-2021;Kike;Tienda B;Código digital NSW;Débito;$51.411
06-07-2022;Matías;Tienda A;Preventa Juego NSW;Crédito;$42.154
11-12-2021;Diego;Tienda C;Preventa Juego PS5;Crédito;$46.990
14-09-2022;Antonio;Tienda D;Juego XBOX;Débito;$52.335
11-05-2021;Antonio;Tienda D;Suscripción;Crédito;$54.024
05-10-2022;Diego;Tienda C;Código digital NSW;Crédito;$34.744
02-04-2021;Ambrosio;Tienda D;Preventa Juego NSW;Crédito;$62.524
07-12-2021;María;Tienda A;Código digital NSW;Crédito;$38.772
26-08-2022;Antonio;Tienda D;Preventa Juego NSW;Crédito;$63.837
15-05-2022;Matías;Tienda A;Preventa Juego STEAM;Débito;$44.739
11-02-2021;Francisco;Tienda C;Juego PS5;Crédito;$49.870
08-01-2022;Diego;Tienda C;Suscripción;Débito;$35.080
30-06-2022;Diego;Tienda C;Código digital XBOX;Débito;$32.315
10-03-2021;Kike;Tienda B;Juego XBOX;Crédito;$53.873
10-04-2022;Diego;Tienda C;Preventa Juego NSW;Crédito;$41.894
30-03-2021;Kike;Tienda B;Preventa Juego PS5;Débito;$53.955
31-08-2022;María;Tienda A;Juego PS5;Débito;$59.556
24-03-2022;Francisco;Tienda C;Preventa Juego NSW;Débito;$55.735
10-08-2022;Kike;Tienda B;Preventa Juego STEAM;Débito;$60.537
19-03-2022;María;Tienda A;Preventa Juego PS5;Crédito;$60.081
04-12-2021;María;Tienda A;Juego XBOX;Crédito;$45.515
23-07-2022;Antonio;Tienda D;Preventa Juego STEAM;Crédito;$47.282
25-03-2021;Francisco;Tienda C;Preventa Juego XBOX;Crédito;$35.795
22-03-2021;Francisco;Tienda C;Juego NSW;Crédito;$35.641
01-08-2021;Kike;Tienda B;Juego NSW;Débito;$54.303
29-01-2021;Kike;Tienda B;Juego PC;Crédito;$37.480
16-05-2021;Francisco;Tienda C;Código digital XBOX;Crédito;$29.832
27-09-2022;Diego;Tienda C;Preventa Juego STEAM;Crédito;$28.208
20-02-2021;Agustín;Tienda B;Código digital PSN;Crédito;$57.093
11-09-2021;María;Tienda A;Preventa Juego XBOX;Crédito;$50.305
06-04-2021;Kike;Tienda B;Código digital XBOX;Crédito;$56.757
15-03-2021;Agustín;Tienda B;Juego NSW;Débito;$50.695
26-09-2022;María;Tienda A;Preventa Juego STEAM;Débito;$51.415
09-01-2021;Matías;Tienda A;Juego NSW;Crédito;$38.349
26-06-2022;Agustín;Tienda B;Código digital XBOX;Crédito;$32.808
20-03-2021;Kike;Tienda B;Preventa Juego NSW;Crédito;$39.578
16-04-2021;Diego;Tienda C;Juego PS5;Débito;$63.757
29-01-2022;Agustín;Tienda B;Juego PS5;Crédito;$63.574
04-05-2022;Matías;Tienda A;Juego PC;Débito;$46.572
07-03-2021;Kike;Tienda B;Juego PS5;Débito;$48.006
20-10-2021;Matías;Tienda A;Código digital XBOX;Crédito;$34.685
24-08-2021;Agustín;Tienda B;Código digital NSW;Débito;$28.455
17-05-2022;Agustín;Tienda B;Preventa Juego STEAM;Crédito;$63.072
19-02-2021;Kike;Tienda B;Preventa Juego XBOX;Débito;$59.825
16-04-2021;Ambrosio;Tienda D;Preventa Juego XBOX;Crédito;$53.224
07-02-2022;Antonio;Tienda D;Preventa Juego NSW;Débito;$55.739
20-09-2022;María;Tienda A;Código digital NSW;Débito;$63.791
13-12-2021;Matías;Tienda A;Juego NSW;Débito;$39.473
04-09-2022;Ambrosio;Tienda D;Juego PS5;Débito;$42.962
31-08-2021;Matías;Tienda A;Código digital NSW;Débito;$56.294
19-03-2021;Kike;Tienda B;Código digital PSN;Crédito;$46.826
14-01-2022;Agustín;Tienda B;Preventa Juego PS5;Débito;$44.688
24-09-2021;Francisco;Tienda C;Preventa Juego NSW;Débito;$32.736
04-06-2021;María;Tienda A;Preventa Juego NSW;Crédito;$54.212
01-01-2021;María;Tienda A;Preventa Juego NSW;Crédito;$50.108
19-10-2022;Francisco;Tienda C;Suscripción;Débito;$32.725
27-06-2022;Agustín;Tienda B;Preventa Juego NSW;Crédito;$56.626
21-12-2021;Agustín;Tienda B;Código digital STEAM;Débito;$50.781
13-09-2022;Matías;Tienda A;Preventa Juego PS5;Crédito;$48.123
15-08-2022;Antonio;Tienda D;Preventa Juego XBOX;Débito;$48.158
20-06-2021;Diego;Tienda C;Código digital PSN;Crédito;$34.144
08-09-2021;Kike;Tienda B;Código digital STEAM;Crédito;$30.015
07-08-2022;Kike;Tienda B;Juego XBOX;Crédito;$32.185
06-08-2022;Agustín;Tienda B;Juego PS5;Débito;$41.609
12-01-2022;Kike;Tienda B;Preventa Juego XBOX;Crédito;$46.045
22-04-2021;Antonio;Tienda D;Preventa Juego NSW;Débito;$33.350
02-01-2022;Ambrosio;Tienda D;Juego XBOX;Débito;$61.224
06-01-2022;Ambrosio;Tienda D;Código digital NSW;Crédito;$35.233
18-09-2022;Antonio;Tienda D;Preventa Juego NSW;Débito;$49.685
03-03-2022;Matías;Tienda A;Preventa Juego XBOX;Débito;$50.802
23-04-2021;Antonio;Tienda D;Suscripción;Crédito;$28.288
04-01-2021;Diego;Tienda C;Código digital NSW;Débito;$31.146
09-03-2021;Matías;Tienda A;Juego NSW;Débito;$37.412
17-03-2021;Ambrosio;Tienda D;Código digital STEAM;Débito;$49.940
29-07-2021;Francisco;Tienda C;Preventa Juego NSW;Débito;$46.569
26-10-2021;Diego;Tienda C;Preventa Juego XBOX;Débito;$52.114
17-01-2021;Ambrosio;Tienda D;Preventa Juego STEAM;Débito;$39.040
12-12-2021;Diego;Tienda C;Juego PC;Crédito;$54.577
02-12-2021;María;Tienda A;Código digital STEAM;Crédito;$61.049
28-09-2021;Diego;Tienda C;Código digital NSW;Crédito;$58.233
18-04-2022;Antonio;Tienda D;Juego NSW;Débito;$44.102
01-11-2021;María;Tienda A;Juego XBOX;Crédito;$52.618
27-12-2021;Antonio;Tienda D;Código digital XBOX;Crédito;$58.117
14-11-2021;Antonio;Tienda D;Juego PC;Crédito;$30.022
03-02-2021;Kike;Tienda B;Código digital PSN;Débito;$59.445
18-01-2022;Matías;Tienda A;Juego NSW;Crédito;$44.730
01-07-2021;Matías;Tienda A;Juego PC;Crédito;$61.906
24-12-2021;Antonio;Tienda D;Preventa Juego PS5;Débito;$38.831
30-03-2021;Matías;Tienda A;Preventa Juego NSW;Débito;$35.989
24-01-2022;Antonio;Tienda D;Preventa Juego PS5;Crédito;$35.404
29-04-2021;Francisco;Tienda C;Código digital NSW;Crédito;$49.043
02-05-2021;Matías;Tienda A;Juego XBOX;Débito;$33.149
08-04-2021;Ambrosio;Tienda D;Código digital STEAM;Crédito;$37.080
02-02-2022;Ambrosio;Tienda D;Código digital STEAM;Crédito;$43.473
19-03-2021;Diego;Tienda C;Código digital XBOX;Débito;$36.278
15-12-2021;Kike;Tienda B;Código digital STEAM;Débito;$64.205
01-04-2022;Agustín;Tienda B;Preventa Juego XBOX;Crédito;$34.329
03-12-2021;Matías;Tienda A;Código digital NSW;Débito;$41.748
18-08-2021;Diego;Tienda C;Juego PS5;Crédito;$34.665
10-05-2022;Antonio;Tienda D;Preventa Juego PS5;Débito;$38.827
03-04-2021;Francisco;Tienda C;Preventa Juego XBOX;Crédito;$43.596
11-10-2021;Francisco;Tienda C;Código digital PSN;Débito;$36.272
03-05-2021;Ambrosio;Tienda D;Preventa Juego PS5;Crédito;$49.528
09-07-2021;Diego;Tienda C;Juego NSW;Débito;$37.659
17-06-2022;Diego;Tienda C;Código digital PSN;Débito;$35.474
25-08-2021;Agustín;Tienda B;Juego PS5;Crédito;$33.066
10-02-2021;Antonio;Tienda D;Suscripción;Débito;$48.943
19-06-2021;Kike;Tienda B;Código digital PSN;Débito;$29.604
26-03-2022;Ambrosio;Tienda D;Código digital XBOX;Débito;$42.201
